PMID,GSE_ID,Title,Experiment Type,Summary,Organism,Overall Design
26740022,200115513,miRNA and colorectal cancer: associations with tumor phenotype and survival,Non-coding RNA profiling by array,"MicroRNAs (miRNA) are a class of small regulatory RNAs that mediate post-transcriptional silencing of specific target mRNAs. Data suggest the importance of miRNAs to cancer development and possibly to survival. Our overall hypothesis is that miRNA expression is unique to tumor molecular phenotype; that miRNA expression levels at time of diagnosis predicts survival; and that miRNA expression is associated with inflammation-related genetic and lifestyle factors key to colorectal cancer (CRC). This study takes a two pronged approach to addressing our hypotheses. While we propose to validate previously identified miRNAs that have been identified as associated with CRC (either by differential expression or from assessment of mutations), we will add to the field through discovery of new and important associations that may be unique to specific molecular phenotypes, to polyp to cancer progression, and to survival. We have analyzed the expression of 2006 human miRNAs using data derived from tumor and paired normal tissue at time of diagnosis from: 1975 people with incident colon cancer or rectal cancer and 290 polyps from colon and rectal cases (included in this study) who reported a prior polyp. MiRNA was obtained from dissected paraffin-embedded tissue and assessed using an Agilent microarray platform. We intend to extend our validation of previously identified mutated miRNAs and differentially expressed miRNAs to determine if these alterations are associated with specific tumor molecular phenotype (TP53, KRAS2, CIMP+, and for colon tumors MSI+), inflammation-related factors, clinical factors and survival. We will identify associations with miRNAs that are related to specific molecular phenotypes, with drivers in the carcinogenic process, and with clinical features and survival. These miRNAs will be validated using targeted Agilent Platform. Associations will be tested based on differential expression for both individual and groups of miRNAs using recent extensions of several statistical methods including ANOVA, logistic regression, and Cox proportional hazards models. Our sample size allows for both a training and validation component, and provides sufficient statistical power to meet the study goals. MiRNAs that are differentially expressed in polyps and in subsequent tumors will provide new insights into targets for screening and treatment as well as provide support that miRNAs function as the “driver” in the carcinogenic process. Testing of mutated miRNAs identified from sequencing in conjunction with tumor phenotype, clinical, and survival data will further validate the importance of these miRNAs, and provide insight as to which CRC molecular pathway the miRNAs function. Our rich dataset of lifestyle, genetic, clinical and prognosis, and tumor molecular phenotype on 1975 CRC and paired normal tissue allows us to examine factors that are associated with miRNA expression and mutation in a large sample of population-based cases in the most cost-efficient manner possible. The miRNAs identified in these analyses will elucidate pathways important in the etiology of CRC and will provide insight into potential targets for screening and treatment. MiRNAs are small, non-protein-coding RNA molecules that regulate gene expression either by post-transcriptionally suppressing mRNA translation or by mRNA degradation. We examine differentially expressed miRNAs in colorectal carcinomas, adenomas, and normal colonic mucosa. Data come from population-based studies of colorectal cancer conducted in Utah and the Kaiser Permanente Medical Care Program. A total of 1893 carcinoma/normal paired samples and 290 adenoma tissue samples were run on the Agilent Human miRNA Microarray V19.0 which contained 2006 miRNAs. We tested for significant differences in miRNA expression between paired carcinoma/adenoma/normal colonic tissue samples. Fewer than 600 miRNAs were expressed in >80% of people for colonic tissue; of these 86.5% were statistically differentially expressed between carcinoma and normal colonic mucosa using a False Discovery Rate of 0.05. Roughly half of these differentially expressed miRNAs showed a progression in levels of expression from normal to adenoma to carcinoma tissue. Other miRNAs appeared to be altered at the normal to adenoma stage, while others were only altered at the adenoma to carcinoma stage or only at the normal to carcinoma stage. Evaluation of the Agilent platform showed a high degree of repeatability (r=0.98) and reasonable agreement with the NanoString platform. Our data suggest that miRNAs are highly dysregulated in colorectal tissue among individuals with colorectal cancer; the pattern of disruption varies by miRNA as tissue progresses from normal to adenoma to carcinoma.",Homo sapiens,N/A
37989753,200228348,Transcriptome analysis of human iPSC-neurons treated with cardiac glycosides,Expression profiling by high throughput sequencing,"To investigate the molecular mechanisms of cardiac glycosides’ neuroprotection, we profiled transcriptomes of human iPSC-neurons after 72h of treatment with increasing doses of digoxin, oleandrin, proscillaridin A or vehicle alone (0.1% DMSO) using RNA sequencing.",Homo sapiens,N/A
37989753,200216991,Small Molecule Inducers of Neuroprotective miR-132 Identified by HTS-HTS in Human iPSC-derived Neurons,Non-coding RNA profiling by high throughput sequencing,"MicroRNAs (miRNAs) are short RNAs that regulate fundamental biological processes. miR-132, a key miRNA with established functions in Tau homeostasis and neuroprotection, is consistently downregulated in Alzheimer’s disease (AD) and other tauopathies. miR-132 overexpression rescues neurodegenerative phenotypes in several AD models. To complement research on miRNA-mimicking oligonucleotides targeting the central nervous system, we developed a high-throughput-screen coupled high-throughput-sequencing (HTS-HTS) in human induced pluripotent stem cell (iPSC)-derived neurons to identify small molecule inducers of miR-132. We discovered that cardiac glycosides, which are canonical sodium-potassium ATPase inhibitors, selectively upregulated miR-132 in the sub-μM range. Coordinately, cardiac glycoside treatment downregulated total and phosphorylated Tau in rodent and human neurons and protected against toxicity by glutamate, N-methyl-D-aspartate, rotenone, and Aβ oligomers. In conclusion, we identified small-molecule drugs that upregulated the neuroprotective miR-132 and ameliorated neurodegenerative phenotypes. Our dataset also represents a comprehensive resource for discovering small molecules that modulate specific miRNAs for therapeutic purposes.",Homo sapiens,N/A
39838364,200268524,A robust circulating microRNA signature for diagnosis and early detection in pancreatobiliary cancer,Non-coding RNA profiling by array,"Purpose: Oncologists for pancreatobiliary cancer (PBca) demand a new circulating biomarker superior to carbohydrate antigen 19-9 (CA19-9). This study aimed to identify the serum microRNA signature composed of reproducible and disease-related microRNAs with clinical bioinformatics. Methods: This multicenter study enrolled patients with treatment-naïve PBca and healthy participants. Optimized serum processing condition was evaluated with t-distributed stochastic neighbor embedding (t-SNE) visualization. The serum microRNA candidates were selected in disease association with Weighted Gene Coexpression Network Analysis (WGCNA). A microRNA signature, combination of multiple serum microRNAs, was examined in exploratory, validation and independent validation set. Biology of the diagnostic miRNAs was evaluated using human pancreatic cancer cells. Results: The 284 (healthy 150, PBca 134) of 827 serum samples were processed within 2hr of time-to serum collection, distributed at the same area of t-SNE map, assigned to exploratory set. The 193 optimized samples were assigned to validation (healthy 50, PBca 47) or independent validation set (healthy 50, PBca 46). Index-1 was a combination of the 5 serum microRNAs having disease-association on WGCNA, showed a sensitivity/specificity >80% and an AUC outperforming CA19-9 in exploratory, validation and independent validation set. The AUC of Index-1 for detecting T1 tumor was superior to CA19-9 (0.856 vs. 0.649, p = 0.038). Human pancreatic cancer cells had intra- and extracellular expression of miR-665, a component of Index-1. Transfection of miR-665 to a human pancreatic cancer cell inhibited cell growth. Conclusions: A serum microRNA signature, Index-1, was useful for detecting PBca, which would improve the early diagnosis of PBca.",Homo sapiens,N/A
39367016,200272793,An atlas of small non-coding RNAs in Human Preimplantation Development (Mouse embryo RNA-seq),Expression profiling by high throughput sequencing,"Our current understanding of the molecular circuitries that govern early embryogenesis remains limited, particularly in the human. Small non-coding RNAs (sncRNAs) regulate gene expression transcriptionally and post-transcriptionally, however, the expression of specific biotypes and their dynamics during preimplantation development remains to be determined. Using Small-seq, we identified the abundance of and dynamic expression of piRNA, rRNA, snoRNA, tRNA, and miRNA in human embryos from day 3 to 7. Among the biotypes, both miRNA and snoRNA displayed distinct associations with developmental time and lineage formation, many of which were found to target key gene expression programs in pluripotency and lineage establishment. We observed an enrichment of the chromosome 19 miRNA cluster (C19MC) in the trophectoderm (TE), and the chromosome 14 miRNA cluster (C14MC) and MEG8-related snoRNAs in the inner cell mass (ICM). Additionally, isomiR analyses suggested miRNAs are modified differentially during blastulation. Finally, six novel miRNAs and their embryo gene targets we identified. Our analyses provide the first comprehensive measure of sncRNA biotypes and their corresponding dynamics throughout human preimplantation development, providing an extensive resource. Elucidating the functional roles of sncRNAs during preimplantation development will provide insight into the establishment of the blastocyst and exit from pluripotency. Further, better understanding the miRNA regulatory programs in human embryogenesis will inform strategies to improve embryo development and outcomes of assisted reproductive technologies. We anticipate broad usage of our data as a resource for studies aimed at understanding embryogenesis, optimising stem cell-based models, assisted reproductive technology, and stem cell biology.",Mus musculus,N/A
39367016,200249713,An atlas of small non-coding RNAs in Human Preimplantation Development,Expression profiling by high throughput sequencing; Non-coding RNA profiling by high throughput sequencing,This SuperSeries is composed of the SubSeries listed below.,Mus musculus; Homo sapiens,N/A
39367016,200249708,An atlas of small non-coding RNAs in Human Preimplantation Development [Small-Seq],Non-coding RNA profiling by high throughput sequencing,"Our current understanding of the molecular circuitries that govern early embryogenesis remains limited, particularly in the human. Small non-coding RNAs (sncRNAs) regulate gene expression transcriptionally and post-transcriptionally, however, the expression of specific biotypes and their dynamics during preimplantation development remains to be determined. Using Small-seq, we identified the abundance of and dynamic expression of piRNA, rRNA, snoRNA, tRNA, and miRNA in human embryos from day 3 to 7. Among the biotypes, both miRNA and snoRNA displayed distinct associations with developmental time and lineage formation, many of which were found to target key gene expression programs in pluripotency and lineage establishment. We observed an enrichment of the chromosome 19 miRNA cluster (C19MC) in the trophectoderm (TE), and the chromosome 14 miRNA cluster (C14MC) and MEG8-related snoRNAs in the inner cell mass (ICM). Additionally, isomiR analyses suggested miRNAs are modified differentially during blastulation. Finally, six novel miRNAs and their embryo gene targets we identified. Our analyses provide the first comprehensive measure of sncRNA biotypes and their corresponding dynamics throughout human preimplantation development, providing an extensive resource. Elucidating the functional roles of sncRNAs during preimplantation development will provide insight into the establishment of the blastocyst and exit from pluripotency. Further, better understanding the miRNA regulatory programs in human embryogenesis will inform strategies to improve embryo development and outcomes of assisted reproductive technologies. We anticipate broad usage of our data as a resource for studies aimed at understanding embryogenesis, optimising stem cell-based models, assisted reproductive technology, and stem cell biology.",Homo sapiens,N/A
39367016,200249493,An atlas of small non-coding RNAs in Human Preimplantation Development [RNA-seq],Expression profiling by high throughput sequencing,"Our current understanding of the molecular circuitries that govern early embryogenesis remains limited, particularly in the human. Small non-coding RNAs (sncRNAs) regulate gene expression transcriptionally and post-transcriptionally, however, the expression of specific biotypes and their dynamics during preimplantation development remains to be determined. Using Small-seq, we identified the abundance of and dynamic expression of piRNA, rRNA, snoRNA, tRNA, and miRNA in human embryos from day 3 to 7. Among the biotypes, both miRNA and snoRNA displayed distinct associations with developmental time and lineage formation, many of which were found to target key gene expression programs in pluripotency and lineage establishment. We observed an enrichment of the chromosome 19 miRNA cluster (C19MC) in the trophectoderm (TE), and the chromosome 14 miRNA cluster (C14MC) and MEG8-related snoRNAs in the inner cell mass (ICM). Additionally, isomiR analyses suggested miRNAs are modified differentially during blastulation. Finally, six novel miRNAs and their embryo gene targets we identified. Our analyses provide the first comprehensive measure of sncRNA biotypes and their corresponding dynamics throughout human preimplantation development, providing an extensive resource. Elucidating the functional roles of sncRNAs during preimplantation development will provide insight into the establishment of the blastocyst and exit from pluripotency. Further, better understanding the miRNA regulatory programs in human embryogenesis will inform strategies to improve embryo development and outcomes of assisted reproductive technologies. We anticipate broad usage of our data as a resource for studies aimed at understanding embryogenesis, optimising stem cell-based models, assisted reproductive technology, and stem cell biology.",Homo sapiens,N/A
36650381,200189217,Stromal inflammation is a targetable driver of blood aging [droplet-based scRNAseq - Batch 2],Expression profiling by high throughput sequencing,"To investigate the role of IL1 signaling in hematopoietic aging, we performed droplet-based scRNAseq (10X Genomics) of hematopoietic stem and progenitor cells (LK/LSK) and unfractionated endosteal and central marrow stromal cells (Ter119-/CD45-) from young wild type and young and old wild type and IL1R1-/- C57BL/6 mice.",Mus musculus,N/A
36650381,200169162,Stromal niche inflammation mediated by IL-1 signaling is a targetable driver of hematopoietic aging,Expression profiling by array; Expression profiling by high throughput sequencing,This SuperSeries is composed of the SubSeries listed below.,Mus musculus,N/A
36650381,200168661,Stromal inflammation is a targetable driver of hematopoietic aging [Microarray analysis],Expression profiling by array,We performed integrated analyses of hematopoietic stem and progenitor cells as well as bone marrow stromal cells to better understand the underlying mechanisms of blood aging. To determine how the molecular state of multipotent progenitor (MPP) cells change with age we performed transcriptomic analyses of myeloid-biased MPP3 and lymphoid-biased MPP4 populations from young and old mice.,Mus musculus,N/A
36650381,200168613,Inflammation of the Aged Bone Marrow Niche Drives Blood Aging,Expression profiling by high throughput sequencing,"Hematopoietic aging is defined by a loss of regenerative capacity and skewed differentiation from hematopoietic stem cells (HSC) leading to dysfunctional blood production. Signals from the bone marrow (BM) microenvironment dynamically tailor hematopoiesis, but the effect of aging on the niche and the contribution of the aging niche to blood aging still remains unclear. Here, we show the development of an inflammatory milieu in the aged marrow cavity, which drives both niche and hematopoietic system remodeling. We find decreased numbers and functionality of osteogenic endosteal mesenchymal stromal cells (MSC), expansion of pro-inflammatory perisinusoidal MSCs, and deterioration of the central marrow sinusoidal endothelium, which together create a self-reinforcing inflamed BM milieu. Single cell molecular mapping of old niche cells further confirms disruption of cell identities and enrichment of inflammatory response genes. Inflammation, in turn, drives chronic activation of emergency myelopoiesis pathways in old HSCs and multipotent progenitors, which promotes myeloid differentiation at the expense of lymphoid and erythroid commitment, and hinders hematopoietic regeneration. Remarkably, both defective hematopoietic regeneration, niche deterioration and HSC aging can be improved by blocking inflammatory IL-1 signaling. Our results indicate that targeting the pro-inflammatory niche milieu can be instrumental in restoring blood production during aging.",Mus musculus,N/A
36650381,200168586,Stromal inflammation is a targetable driver of hematopoietic aging [droplet-based scRNAseq],Expression profiling by high throughput sequencing,"To investigate global changes in the structure of the bone marrow niche with age, we performed droplet-based scRNAseq (10X Genomics) of unfractionated endosteal and central marrow stromal cells (Ter119-/CD45-). 8,735 cells passed QC, and hematopoietic clusters of cells were excluded based on marker gene expression, leaving 2359 cells distributed across 9 distinct clusters for final presentation.",Mus musculus,N/A
35511946,200190939,Circadian alignment of early onset caloric restriction promotes longevity in male C57BL/6J mice,Expression profiling by high throughput sequencing,"Caloric restriction (CR) prolongs lifespan, yet the mechanisms by which it does so remain poorly understood. Under CR, mice self-impose chronic cycles of 2-hour-feeding and 22-hour-fasting, raising the question whether calories, fasting, or time of day are causal. We show that 30%-CR is sufficient to extend lifespan 10%; however, a daily fasting interval and circadian-alignment of feeding act together to extend lifespan 35% in male C57BL/6J mice. These circadian effects of CR are independent of fasting duration and body weight. Aging induces widespread increases in gene expression associated with inflammation and decreases in expression of genes encoding components of metabolic pathways in liver from ad lib fed mice. CR at night ameliorates these aging-related changes. Thus, circadian interventions promote longevity and provide a perspective to further explore mechanisms of aging.",Mus musculus,N/A
38641753,200263013,Repetitive element transcript accumulation is related to inflammaging in humans,Expression profiling by high throughput sequencing; Methylation profiling by high throughput sequencing,"Inflammation is an established feature of many age-related diseases, and growing evidence implicates transcripts from repetitive elements in inflammatory signaling with aging. We generated transcriptomic (RNA-seq) and whole-genome bisulfite sequencing (WGBS, for methylation) data on frozen/biobanked peripheral blood mononuclear cells from middle-aged and older adults, as well as younger and older adults before and after an exercise intervention, to evaluate correlations among repetitive elements and inflammation, along with methylation of repetitive elements.",Homo sapiens,N/A
38287646,200156212,Effects of vitamin D on non-specific inflammatory response in aged skin.,Expression profiling by high throughput sequencing,"We have previously demonstrated older skin exhibits increased sterile inflammation 6 hours after saline-injection. In this work, we examined whether vitamin D in vivo would attenuate this non-specific inflammatory response towards saline in elder individuals (≥65 years).",Homo sapiens,N/A
38287646,200130633,Effects of losmapimod on antigen-specific response in aged skin,Expression profiling by high throughput sequencing,"Older humans are more susceptible to infections, even those to which they were immune to in their youth. Vaccination against many different infectious agents is also sub-optimal in these individuals. To investigate the mechanisms involved in the decline in immunity during ageing we inject safe derivatives of microorganisms into the skin of old and young volunteers. After injection of the agent, we can extract the white cells (leucocytes) that accumulate at the site of the immune response to test for their function. One of the responses we have been investigating is that to the varicella zoster virus (VZV) that induces chickenpox mainly in young individuals. Infected subjects control this persistent virus until an older age where reduced immunity leads to viral re-activation to cause shingles. We have found that this defective response is associated with increased baseline inflammation in this tissue. Although inflammatory responses are required to clear infections, excessive inflammation has previously been shown to interfere with the generation of specific immunity. We will therefore investigate ways of enhancing the immune response of older humans by blocking basal inflammation. To extend our initial observations of high background inflammation in the skin, we will investigate which cells in this tissue are responsible for the production of inflammatory mediators by using a second human experimental system that tests the response to a skin irritant known as cantharadin. Next we will block inflammation in the skin to determine whether this can lead to improved responses upon challenge with antigens. This will be achieved by pre-treating old subjects with a drug that has already been developed by GSK (Losmapimod, p38MAPkinase inhibitor) and another that is available off the shelf (vitamin D3). The GSK p38 inhibitors are currently being tested to prevent unwanted inflammation. A surprising observation we made was that p38 inhibition could also rejuvenate human T lymphocytes and enhance their ability to proliferate in vitro. Therefore the inhibition of p38 may block unwanted inflammatory response as well as enhance T lymphocyte reactivity. Vitamin D3 has also been shown to have anti-inflammatory effects and works in part by inhibiting p38MAPkinase activation. The use of 2 separate interventions in this project increases the likelihood of success in this study. While Losmapimod may be more specific in its anti-inflammatory action, the use of vitamin D3 is more cost effective as it is a cheap compound that is readily available. The desirable outcome of this study is that either one or other of these compounds, that older volunteers will be treated with, will boost their response to microbial antigen challenge in the skin. This will provide proof of concept data that will lead to the exciting possibility of enhancing immunity by inhibiting the increased baseline inflammatory responses that are found during ageing. This may be a strategy to enhance immune responses in general and specifically to enhance vaccination efficacy to various diseases that is less effective in older subjects.",Homo sapiens,N/A
36840360,200159798,Age-related changes in blood and spleen-derived immune cells in long and short lived mice strains,Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing,This SuperSeries is composed of the SubSeries listed below.,Mus musculus,N/A
36840360,200159795,Age-related changes in blood and spleen-derived immune cells in long and short lived mice strains [RNA-seq],Expression profiling by high throughput sequencing,"Immune system aging contributes significantly to declining health with age. It is unknown to what extent human and mice immune systems go through similar age-related changes and whether there are conserved biomarkers of aging. We characterized age-related changes in the immune system of long (C57BL/6J) and short-lived (NZO/HILtJ) strains and compared them with blood-driven human aging signatures. Peripheral blood lymphocytes (PBL), spleen cells and spleen-driven naive and memory CD8+ T cells were profiled using flow cytometry, RNA-seq and ATAC-seq from young (3 months) and old (18 months) mice. Pro-inflammatory myeloid genes were activated with age across strains and tissues, echoing human 'inflammaging' signatures. ATAC-seq footprinting analyses uncovered increased binding of pro-inflammatory transcription factors with age (e.g., AP1 complex, NFKB signaling pathway). Machine learning models identified inflammation, cytotoxic, and naive T cell derived genes to be strong signatures of immunosenescence. These data are publicly shared as a resource for immune aging (https://immune-aging.jax.org/mice).",Mus musculus,N/A
36840360,200159794,Age-related changes in blood and spleen-derived immune cells in long and short lived mice strains [ATAC-seq],Genome binding/occupancy profiling by high throughput sequencing,"Immune system aging contributes significantly to declining health with age. It is unknown to what extent human and mice immune systems go through similar age-related changes and whether there are conserved biomarkers of aging. We characterized age-related changes in the immune system of long (C57BL/6J) and short-lived (NZO/HILtJ) strains and compared them with blood-driven human aging signatures. Peripheral blood lymphocytes (PBL), spleen cells and spleen-driven naive and memory CD8+ T cells were profiled using flow cytometry, RNA-seq and ATAC-seq from young (3 months) and old (18 months) mice. Pro-inflammatory myeloid genes were activated with age across strains and tissues, echoing human 'inflammaging' signatures. ATAC-seq footprinting analyses uncovered increased binding of pro-inflammatory transcription factors with age (e.g., AP1 complex, NFKB signaling pathway). Machine learning models identified inflammation, cytotoxic, and naive T cell derived genes to be strong signatures of immunosenescence. These data are publicly shared as a resource for immune aging (https://immune-aging.jax.org/mice).",Mus musculus,N/A
36544018,200197017,A skeletal-muscle senescence blueprint defines an aged-like inflamed niche that inhibits regeneration over lifetime [scRNA-seq],Expression profiling by high throughput sequencing,"A new sorting protocol was used to identify and isolate different senescent cell types from damaged muscles of young and geriatric mice. Analysis revealed conservation of two universal senescence hallmarks (inflammation and fibrosis) across cell type, regeneration time, and aging, while cell identity traits were preserved. Senescent cells create an “aged-like” inflamed niche, mirroring inflammation-associated with aging (inflammaging), that arrests stem cell proliferation and regeneration.",Mus musculus,N/A
36544018,200196613,A skeletal-muscle senescence blueprint defines an aged-like inflamed niche that inhibits regeneration over lifetime,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,This SuperSeries is composed of the SubSeries listed below.,Mus musculus,N/A
36544018,200196612,A skeletal-muscle senescence blueprint defines an aged-like inflamed niche that inhibits regeneration over lifetime [ATAC-seq],Genome binding/occupancy profiling by high throughput sequencing,"A new sorting protocol was used to identify and isolate different senescent cell types from damaged muscles of young and geriatric mice. Analysis revealed conservation of two universal senescence hallmarks (inflammation and fibrosis) across cell type, regeneration time, and aging, while cell identity traits were preserved. Senescent cells create an “aged-like” inflamed niche, mirroring inflammation-associated with aging (inflammaging), that arrests stem cell proliferation and regeneration.",Mus musculus,N/A
36544018,200196611,A skeletal-muscle senescence blueprint defines an aged-like inflamed niche that inhibits regeneration over lifetime [RNA-seq],Expression profiling by high throughput sequencing,"A new sorting protocol was used to identify and isolate different senescent cell types from damaged muscles of young and geriatric mice. Analysis revealed conservation of two universal senescence hallmarks (inflammation and fibrosis) across cell type, regeneration time, and aging, while cell identity traits were preserved. Senescent cells create an “aged-like” inflamed niche, mirroring inflammation-associated with aging (inflammaging), that arrests stem cell proliferation and regeneration.",Mus musculus,N/A
36840360,200159798,Age-related changes in blood and spleen-derived immune cells in long and short lived mice strains,Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing,This SuperSeries is composed of the SubSeries listed below.,Mus musculus,N/A
36840360,200159795,Age-related changes in blood and spleen-derived immune cells in long and short lived mice strains [RNA-seq],Expression profiling by high throughput sequencing,"Immune system aging contributes significantly to declining health with age. It is unknown to what extent human and mice immune systems go through similar age-related changes and whether there are conserved biomarkers of aging. We characterized age-related changes in the immune system of long (C57BL/6J) and short-lived (NZO/HILtJ) strains and compared them with blood-driven human aging signatures. Peripheral blood lymphocytes (PBL), spleen cells and spleen-driven naive and memory CD8+ T cells were profiled using flow cytometry, RNA-seq and ATAC-seq from young (3 months) and old (18 months) mice. Pro-inflammatory myeloid genes were activated with age across strains and tissues, echoing human 'inflammaging' signatures. ATAC-seq footprinting analyses uncovered increased binding of pro-inflammatory transcription factors with age (e.g., AP1 complex, NFKB signaling pathway). Machine learning models identified inflammation, cytotoxic, and naive T cell derived genes to be strong signatures of immunosenescence. These data are publicly shared as a resource for immune aging (https://immune-aging.jax.org/mice).",Mus musculus,N/A
36840360,200159794,Age-related changes in blood and spleen-derived immune cells in long and short lived mice strains [ATAC-seq],Genome binding/occupancy profiling by high throughput sequencing,"Immune system aging contributes significantly to declining health with age. It is unknown to what extent human and mice immune systems go through similar age-related changes and whether there are conserved biomarkers of aging. We characterized age-related changes in the immune system of long (C57BL/6J) and short-lived (NZO/HILtJ) strains and compared them with blood-driven human aging signatures. Peripheral blood lymphocytes (PBL), spleen cells and spleen-driven naive and memory CD8+ T cells were profiled using flow cytometry, RNA-seq and ATAC-seq from young (3 months) and old (18 months) mice. Pro-inflammatory myeloid genes were activated with age across strains and tissues, echoing human 'inflammaging' signatures. ATAC-seq footprinting analyses uncovered increased binding of pro-inflammatory transcription factors with age (e.g., AP1 complex, NFKB signaling pathway). Machine learning models identified inflammation, cytotoxic, and naive T cell derived genes to be strong signatures of immunosenescence. These data are publicly shared as a resource for immune aging (https://immune-aging.jax.org/mice).",Mus musculus,N/A
39637179,200250598,Epigenetic aging of seminal fluid is associated with inflammation,Methylation profiling by high throughput sequencing,"Male infertility has been a primary cause of global infertility, affecting 8-12% of couples worldwide. Previous studies have shown that semen quality decreases with advanced aging with an increased presence of inflammatory cells. In this study, we examined the DNA methylation of seminal fluid to understand how the methylome changes with age and infertility. We also compare the age associated changes in semen to those observed in buccal swabs in order to characterize differences in epigenetic aging across diverse tissues. We found that infertility associated changes in the DNA methylation of semen are driven by changes in cell composition, while those associated with aging are linked to inflammatory genes. Many age associated sites are demethylated with advanced aging and are associated with the activation of inflammatory pathways. By contrast, we do not observe age associated changes in inflammatory genes in buccal swab methylomes, which instead are characterized by changes to bivalent promoters. Our study suggests that DNA methylation could serve as a biomarker for male infertility assessment in addition to the standard semen analysis.",Homo sapiens,N/A
35767948,200162803,"Stat1 activation, through systemic interferon signaling, and upregulation of innate immune system receptors drives inflammaging, that is ameliorated by dietary restriction intervention",Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing,This SuperSeries is composed of the SubSeries listed below.,Mus musculus,N/A
35767948,200162802,"Stat1 activation, through systemic interferon signaling, and upregulation of innate immune system receptors drives inflammaging, that is ameliorated by dietary restriction intervention [RNA-seq]",Expression profiling by high throughput sequencing,"Aging is the result of an accumulation of molecular damages, driven by multiple factors like metabolic and oxidative stress, (epi)genetic alterations, and microbiome dysbiosis. In addition, aging is characterized by a chronic, low-grade inflammation known as inflammaging that represents a high significant risk factor for most, if not all, age-related diseases. Dietary restriction (DR) is the best-known non-invasive method to ameliorate the aging phenotype in many organisms. While it has been shown that DR reduces the inflammation in some tissues, the molecular mechanisms in old individuals are still largely unknown. Here we identify a multi-tissue gene network which regulates the inflammaging and that is ameliorated by DR. Using transcriptional profiling (RNA-seq), we found that aging upregulates the innate immune system receptor together with the activation of a systemic interferon (IFN) signaling through the Interferon Regulatory Factors (Irf), inflammatory cytokines and finally Stat1 transcription factor. Our results suggest that DR is able to ameliorate inflammaging by downregulating the expression and the activity of almost all the components of this gene network. In addition, chromatin accessibility genome-wide analysis showed that the binding site of Irf and Stat1 in the promoter of their target genes are more open in aging and become closer upon DR treatment indicating a transcriptional control of the inflammaging phenotype involving epigenetic modifications. Our results provide a comprehensive understanding of the molecular network regulating the inflammation in aging and DR and present novel anti-inflammaging therapeutic targets.",Mus musculus,N/A
35767948,200162728,"Stat1 activation, through systemic interferon signaling, and upregulation of innate immune system receptors drives inflammaging, that is ameliorated by dietary restriction intervention [ATAC-seq]",Genome binding/occupancy profiling by high throughput sequencing,"Aging is the result of an accumulation of molecular damages, driven by multiple factors like metabolic and oxidative stress, (epi)genetic alterations, and microbiome dysbiosis. In addition, aging is characterized by a chronic, low-grade inflammation known as inflammaging that represents a high significant risk factor for most, if not all, age-related diseases. Dietary restriction (DR) is the best-known non-invasive method to ameliorate the aging phenotype in many organisms. While it has been shown that DR reduces the inflammation in some tissues, the molecular mechanisms in old individuals are still largely unknown. Here we identify a multi-tissue gene network which regulates the inflammaging and that is ameliorated by DR. Using transcriptional profiling (RNA-seq), we found that aging upregulates the innate immune system receptor together with the activation of a systemic interferon (IFN) signaling through the Interferon Regulatory Factors (Irf), inflammatory cytokines and finally Stat1 transcription factor. Our results suggest that DR is able to ameliorate inflammaging by downregulating the expression and the activity of almost all the components of this gene network. In addition, chromatin accessibility genome-wide analysis showed that the binding site of Irf and Stat1 in the promoter of their target genes are more open in aging and become closer upon DR treatment indicating a transcriptional control of the inflammaging phenotype involving epigenetic modifications. Our results provide a comprehensive understanding of the molecular network regulating the inflammation in aging and DR and present novel anti-inflammaging therapeutic targets.",Mus musculus,N/A
31801092,200133922,"Global transcriptomic profiling of the bone marrow stromal microenvironment during postnatal development, aging, and inflammation",Expression profiling by high throughput sequencing,"RNA-sequencing of a longitudinal comparison of four principal mesenchymal and endothelial stromal cell types (CXCL12-abundant reticular cells, PDGFR-α+ Sca-1+, sinusoidal and arterial endothelial cells), isolated from early postnatal, adult and aged mice. Additional transcriptional profiling of the response of CXCL12-abundant reticular cells and sinusoidal endothelial cells to infection-mimicking agents.",Mus musculus,N/A
